Issue Key,Project,Issue Type,Summary,Description,Priority,Severity,Labels,Root Cause,Status,Resolution,Assignee,Reporter,Created,Updated,Resolution Date,Sprint
QA-306,QA Defects,Bug,Session timeout not working as expected,Steps: Navigate to dashboard. Expected: Response should be 200 OK. Actual: Incorrect message displayed.,High,Minor,Performance,Code Bug,In Progress,,Jane Smith,Automation Bot,2024-08-28,2024-09-07,,Sprint 18 (2024)
QA-307,QA Defects,Bug,Chart rendering breaks on dashboard,Steps: Call API endpoint. Expected: System should work correctly. Actual: System crashes.,Medium,Minor,General Code Defect,Environment Issue,Resolved,Won't Fix,Alice Brown,Automation Bot,2024-08-29,2024-09-08,,Sprint 18 (2024)
QA-308,QA Defects,Bug,Chart rendering breaks on dashboard,Steps: Open app. Expected: System should work correctly. Actual: 500 error returned.,High,Minor,General Code Defect,Configuration Issue,Open,,Bob Johnson,QA Tester,2024-08-30,2024-09-04,2024-09-16,Sprint 18 (2024)
QA-309,QA Defects,Bug,Incorrect calculation in reporting module,Steps: Navigate to dashboard. Expected: Response should be 200 OK. Actual: Data not saved.,Medium,Blocker,Reporting,Environment Issue,Closed,Fixed,Jane Smith,Test Engineer,2024-08-31,2024-09-06,2024-09-13,Sprint 18 (2024)
QA-310,QA Defects,Bug,Memory leak observed under load test,Steps: Open app. Expected: User should be redirected. Actual: Data not saved.,High,Blocker,Performance,Memory Leak,Resolved,Fixed,Mark Lee,Test Engineer,2024-09-01,2024-09-07,,Sprint 18 (2024)
QA-311,QA Defects,Bug,Password reset email not received,Steps: Submit form. Expected: System should work correctly. Actual: System crashes.,High,Critical,Security,Code Bug,Open,Duplicate,Alice Brown,QA Tester,2024-09-03,2024-09-10,,Sprint 18 (2024)
QA-312,QA Defects,Bug,SQL query takes too long to execute,Steps: Click logout. Expected: System should work correctly. Actual: 500 error returned.,Low,Minor,Database,Memory Leak,Open,,Jane Smith,QA Tester,2024-09-04,2024-09-12,2024-09-22,Sprint 18 (2024)
QA-313,QA Defects,Bug,Data not saved to database after form submit,Steps: Call API endpoint. Expected: User should be redirected. Actual: Data not saved.,Low,Major,Database,Memory Leak,Resolved,Won't Fix,Bob Johnson,Test Engineer,2024-09-05,2024-09-15,2024-09-27,Sprint 18 (2024)
QA-314,QA Defects,Bug,Incorrect calculation in reporting module,Steps: Open app. Expected: Response should be 200 OK. Actual: Page loads slowly.,Low,Critical,Reporting,Test Data Issue,Open,Won't Fix,John Doe,QA Tester,2024-09-06,2024-09-11,,Sprint 18 (2024)
QA-315,QA Defects,Bug,Application crashes on logout,Steps: Call API endpoint. Expected: User should be redirected. Actual: System crashes.,High,Minor,Logging,Code Bug,Open,Duplicate,Mark Lee,Automation Bot,2024-09-07,2024-09-17,2024-09-19,Sprint 18 (2024)
QA-316,QA Defects,Bug,Cross-site scripting vulnerability in comments,Steps: Navigate to dashboard. Expected: System should work correctly. Actual: Incorrect message displayed.,Medium,Blocker,General Code Defect,Test Data Issue,Open,,Mark Lee,Automation Bot,2024-09-08,2024-09-15,2024-09-24,Sprint 18 (2024)
QA-317,QA Defects,Bug,Session timeout not working as expected,Steps: Navigate to dashboard. Expected: System should work correctly. Actual: Page loads slowly.,Low,Critical,Performance,Performance Issue,Resolved,Cannot Reproduce,Alice Brown,Automation Bot,2024-09-10,2024-09-18,2024-09-22,Sprint 19 (2024)
QA-318,QA Defects,Bug,Page load takes more than 10 seconds,Steps: Submit form. Expected: User should be redirected. Actual: Page loads slowly.,Low,Minor,Performance,Configuration Issue,Resolved,Duplicate,John Doe,QA Tester,2024-09-11,2024-09-13,2024-09-16,Sprint 19 (2024)
QA-319,QA Defects,Bug,Dropdown options missing in settings,Steps: Open app. Expected: Response should be 200 OK. Actual: Page loads slowly.,Medium,Critical,UI,Memory Leak,In Progress,Duplicate,Alice Brown,Automation Bot,2024-09-12,2024-09-16,2024-09-20,Sprint 19 (2024)
QA-320,QA Defects,Bug,Page load takes more than 10 seconds,Steps: Click logout. Expected: System should work correctly. Actual: Incorrect message displayed.,High,Blocker,Performance,Test Data Issue,Closed,,John Doe,Automation Bot,2024-09-13,2024-09-21,2024-09-22,Sprint 19 (2024)
QA-321,QA Defects,Bug,Password reset email not received,Steps: Click logout. Expected: Data should be saved. Actual: Data not saved.,High,Blocker,Security,Configuration Issue,Resolved,Fixed,Alice Brown,Test Engineer,2024-09-14,2024-09-20,2024-09-27,Sprint 19 (2024)
QA-322,QA Defects,Bug,UI alignment issue on mobile view,Steps: Submit form. Expected: System should work correctly. Actual: Data not saved.,Medium,Minor,UI,Code Bug,In Progress,Won't Fix,Bob Johnson,QA Tester,2024-09-15,2024-09-17,,Sprint 19 (2024)
QA-323,QA Defects,Bug,Export to CSV generates empty file,Steps: Call API endpoint. Expected: Response should be 200 OK. Actual: Page loads slowly.,Low,Minor,Data Handling,Configuration Issue,Open,Won't Fix,Jane Smith,QA Tester,2024-09-17,2024-09-21,2024-09-29,Sprint 19 (2024)
QA-324,QA Defects,Bug,Cross-site scripting vulnerability in comments,Steps: Call API endpoint. Expected: System should work correctly. Actual: Incorrect message displayed.,High,Blocker,General Code Defect,Memory Leak,Closed,Won't Fix,Alice Brown,QA Tester,2024-09-18,2024-09-28,2024-10-08,Sprint 19 (2024)
QA-325,QA Defects,Bug,Application crashes on logout,Steps: Call API endpoint. Expected: System should work correctly. Actual: System crashes.,Medium,Minor,Logging,Code Bug,In Progress,Cannot Reproduce,Alice Brown,Automation Bot,2024-09-19,2024-09-21,2024-09-26,Sprint 19 (2024)
QA-326,QA Defects,Bug,Incorrect calculation in reporting module,Steps: Call API endpoint. Expected: Response should be 200 OK. Actual: Incorrect message displayed.,Low,Critical,Reporting,Test Data Issue,Closed,Cannot Reproduce,John Doe,Test Engineer,2024-09-20,2024-09-22,2024-10-04,Sprint 19 (2024)
QA-327,QA Defects,Bug,Login button not responsive,Steps: Submit form. Expected: System should work correctly. Actual: System crashes.,Medium,Major,UI,Test Data Issue,Open,Cannot Reproduce,Bob Johnson,Automation Bot,2024-09-21,2024-09-26,2024-10-03,Sprint 19 (2024)
QA-328,QA Defects,Bug,Application crashes on logout,Steps: Open app. Expected: System should work correctly. Actual: Page loads slowly.,Low,Blocker,Logging,Environment Issue,In Progress,Fixed,Bob Johnson,Test Engineer,2024-09-22,2024-09-29,,Sprint 19 (2024)
QA-329,QA Defects,Bug,Export to CSV generates empty file,Steps: Click logout. Expected: Response should be 200 OK. Actual: 500 error returned.,High,Critical,Data Handling,Performance Issue,Open,Cannot Reproduce,Mark Lee,Automation Bot,2024-09-24,2024-10-03,,Sprint 20 (2024)
QA-330,QA Defects,Bug,Page load takes more than 10 seconds,Steps: Call API endpoint. Expected: Response should be 200 OK. Actual: Incorrect message displayed.,High,Blocker,Performance,Memory Leak,Closed,Fixed,Jane Smith,Test Engineer,2024-09-25,2024-09-29,2024-10-01,Sprint 20 (2024)
QA-331,QA Defects,Bug,Dropdown options missing in settings,Steps: Click logout. Expected: User should be redirected. Actual: Data not saved.,Medium,Major,UI,Configuration Issue,In Progress,Duplicate,Mark Lee,Automation Bot,2024-09-26,2024-10-05,2024-10-17,Sprint 20 (2024)
QA-332,QA Defects,Bug,Search results not displayed correctly,Steps: Click logout. Expected: Response should be 200 OK. Actual: Incorrect message displayed.,High,Minor,Data Handling,Code Bug,In Progress,Duplicate,Alice Brown,Test Engineer,2024-09-27,2024-10-06,2024-10-13,Sprint 20 (2024)
QA-333,QA Defects,Bug,Search results not displayed correctly,Steps: Open app. Expected: Data should be saved. Actual: Incorrect message displayed.,Low,Critical,Data Handling,Memory Leak,Closed,Fixed,Jane Smith,QA Tester,2024-09-28,2024-09-29,2024-10-04,Sprint 20 (2024)
QA-334,QA Defects,Bug,Page load takes more than 10 seconds,Steps: Click logout. Expected: User should be redirected. Actual: 500 error returned.,Medium,Blocker,Performance,Code Bug,In Progress,,Jane Smith,Automation Bot,2024-09-29,2024-10-05,2024-10-09,Sprint 20 (2024)
QA-335,QA Defects,Bug,Cross-site scripting vulnerability in comments,Steps: Submit form. Expected: Response should be 200 OK. Actual: Page loads slowly.,Medium,Blocker,General Code Defect,Test Data Issue,Resolved,Cannot Reproduce,Bob Johnson,Test Engineer,2024-10-01,2024-10-02,,Sprint 20 (2024)
QA-336,QA Defects,Bug,Memory leak observed under load test,Steps: Click logout. Expected: System should work correctly. Actual: Incorrect message displayed.,High,Major,Performance,Configuration Issue,In Progress,Duplicate,John Doe,Test Engineer,2024-10-02,2024-10-03,2024-10-09,Sprint 20 (2024)
QA-337,QA Defects,Bug,Cache not refreshed after deployment,Steps: Submit form. Expected: Data should be saved. Actual: Incorrect message displayed.,Low,Minor,DevOps,Environment Issue,Open,Cannot Reproduce,John Doe,Automation Bot,2024-10-03,2024-10-13,2024-10-20,Sprint 20 (2024)
QA-338,QA Defects,Bug,User roles not applied correctly after update,Steps: Click logout. Expected: Data should be saved. Actual: Incorrect message displayed.,High,Minor,General Code Defect,Test Data Issue,Open,Cannot Reproduce,Mark Lee,Automation Bot,2024-10-04,2024-10-06,2024-10-07,Sprint 20 (2024)
QA-339,QA Defects,Bug,Cross-site scripting vulnerability in comments,Steps: Click logout. Expected: System should work correctly. Actual: System crashes.,High,Major,General Code Defect,Configuration Issue,Open,Fixed,Alice Brown,Automation Bot,2024-10-05,2024-10-07,2024-10-17,Sprint 20 (2024)
QA-340,QA Defects,Bug,UI alignment issue on mobile view,Steps: Open app. Expected: Data should be saved. Actual: Incorrect message displayed.,Medium,Major,UI,Environment Issue,Closed,Cannot Reproduce,Bob Johnson,Test Engineer,2024-10-06,2024-10-13,2024-10-22,Sprint 20 (2024)
QA-341,QA Defects,Bug,Dropdown options missing in settings,Steps: Click logout. Expected: Data should be saved. Actual: Data not saved.,High,Minor,UI,Memory Leak,Open,Fixed,Bob Johnson,Automation Bot,2024-10-08,2024-10-17,2024-10-29,Sprint 21 (2024)
QA-342,QA Defects,Bug,Export to CSV generates empty file,Steps: Submit form. Expected: User should be redirected. Actual: Page loads slowly.,Medium,Major,Data Handling,Performance Issue,In Progress,Fixed,Bob Johnson,QA Tester,2024-10-09,2024-10-14,,Sprint 21 (2024)
QA-343,QA Defects,Bug,Cache not refreshed after deployment,Steps: Open app. Expected: System should work correctly. Actual: Page loads slowly.,High,Minor,DevOps,Environment Issue,Open,Cannot Reproduce,Bob Johnson,Automation Bot,2024-10-10,2024-10-18,2024-10-19,Sprint 21 (2024)
QA-344,QA Defects,Bug,API returns 500 error on valid request,Steps: Navigate to dashboard. Expected: Response should be 200 OK. Actual: Page loads slowly.,Medium,Minor,API,Test Data Issue,Closed,Duplicate,John Doe,Automation Bot,2024-10-11,2024-10-21,2024-10-31,Sprint 21 (2024)
QA-345,QA Defects,Bug,Data not saved to database after form submit,Steps: Submit form. Expected: User should be redirected. Actual: Page loads slowly.,High,Blocker,Database,Performance Issue,In Progress,Cannot Reproduce,Alice Brown,Test Engineer,2024-10-12,2024-10-18,2024-10-24,Sprint 21 (2024)
QA-346,QA Defects,Bug,Password reset email not received,Steps: Navigate to dashboard. Expected: User should be redirected. Actual: 500 error returned.,Low,Blocker,Security,Code Bug,Resolved,Cannot Reproduce,Mark Lee,Automation Bot,2024-10-14,2024-10-23,2024-10-28,Sprint 21 (2024)
QA-347,QA Defects,Bug,Cache not refreshed after deployment,Steps: Call API endpoint. Expected: Response should be 200 OK. Actual: 500 error returned.,High,Major,DevOps,Environment Issue,Resolved,Won't Fix,John Doe,QA Tester,2024-10-15,2024-10-19,2024-10-23,Sprint 21 (2024)
QA-348,QA Defects,Bug,Cross-site scripting vulnerability in comments,Steps: Open app. Expected: Response should be 200 OK. Actual: Incorrect message displayed.,High,Minor,General Code Defect,Test Data Issue,Closed,Cannot Reproduce,John Doe,QA Tester,2024-10-16,2024-10-23,2024-10-28,Sprint 21 (2024)
QA-349,QA Defects,Bug,User roles not applied correctly after update,Steps: Click logout. Expected: Response should be 200 OK. Actual: Data not saved.,Low,Blocker,General Code Defect,Test Data Issue,Open,Fixed,John Doe,Automation Bot,2024-10-17,2024-10-22,2024-10-23,Sprint 21 (2024)
QA-350,QA Defects,Bug,Page load takes more than 10 seconds,Steps: Navigate to dashboard. Expected: Data should be saved. Actual: Data not saved.,High,Critical,Performance,Configuration Issue,Open,,Bob Johnson,Automation Bot,2024-10-18,2024-10-28,2024-11-11,Sprint 21 (2024)
QA-351,QA Defects,Bug,Memory leak observed under load test,Steps: Open app. Expected: Data should be saved. Actual: Page loads slowly.,High,Major,Performance,Environment Issue,Resolved,Fixed,Alice Brown,Test Engineer,2024-10-19,2024-10-26,2024-11-06,Sprint 21 (2024)
QA-352,QA Defects,Bug,File upload fails for large files,Steps: Click logout. Expected: User should be redirected. Actual: Incorrect message displayed.,High,Minor,Performance,Code Bug,Resolved,Duplicate,John Doe,Automation Bot,2024-10-21,2024-10-29,2024-11-02,Sprint 22 (2024)
QA-353,QA Defects,Bug,Application crashes on logout,Steps: Call API endpoint. Expected: Data should be saved. Actual: System crashes.,High,Minor,Logging,Code Bug,Closed,,Bob Johnson,QA Tester,2024-10-22,2024-10-26,,Sprint 22 (2024)
QA-354,QA Defects,Bug,Cache not refreshed after deployment,Steps: Click logout. Expected: Response should be 200 OK. Actual: Incorrect message displayed.,High,Minor,DevOps,Performance Issue,Resolved,Duplicate,Bob Johnson,Automation Bot,2024-10-23,2024-10-31,2024-11-08,Sprint 22 (2024)
QA-355,QA Defects,Bug,Application crashes on logout,Steps: Submit form. Expected: Data should be saved. Actual: Data not saved.,Low,Critical,Logging,Test Data Issue,Closed,Duplicate,Mark Lee,Test Engineer,2024-10-24,2024-11-02,2024-11-12,Sprint 22 (2024)
QA-356,QA Defects,Bug,Incorrect calculation in reporting module,Steps: Navigate to dashboard. Expected: System should work correctly. Actual: Incorrect message displayed.,High,Major,Reporting,Test Data Issue,In Progress,Duplicate,Alice Brown,Automation Bot,2024-10-25,2024-10-26,2024-11-08,Sprint 22 (2024)
QA-357,QA Defects,Bug,SQL query takes too long to execute,Steps: Click logout. Expected: Response should be 200 OK. Actual: Incorrect message displayed.,Medium,Minor,Database,Code Bug,Closed,Won't Fix,Jane Smith,Automation Bot,2024-10-26,2024-10-27,2024-10-31,Sprint 22 (2024)
QA-358,QA Defects,Bug,Cross-site scripting vulnerability in comments,Steps: Navigate to dashboard. Expected: Data should be saved. Actual: Page loads slowly.,Low,Blocker,General Code Defect,Configuration Issue,In Progress,Fixed,John Doe,Test Engineer,2024-10-28,2024-11-04,2024-11-19,Sprint 22 (2024)
QA-359,QA Defects,Bug,User roles not applied correctly after update,Steps: Open app. Expected: Data should be saved. Actual: Incorrect message displayed.,High,Minor,General Code Defect,Code Bug,Closed,Cannot Reproduce,Jane Smith,QA Tester,2024-10-29,2024-11-03,2024-11-04,Sprint 22 (2024)
QA-360,QA Defects,Bug,Login button not responsive,Steps: Call API endpoint. Expected: Data should be saved. Actual: Page loads slowly.,High,Blocker,UI,Environment Issue,Resolved,Cannot Reproduce,Jane Smith,QA Tester,2024-10-30,2024-11-08,2024-11-15,Sprint 22 (2024)
QA-361,QA Defects,Bug,Chart rendering breaks on dashboard,Steps: Click logout. Expected: User should be redirected. Actual: Data not saved.,High,Critical,General Code Defect,Performance Issue,Closed,Won't Fix,Mark Lee,Automation Bot,2024-10-31,2024-11-09,2024-11-17,Sprint 22 (2024)
QA-362,QA Defects,Bug,Incorrect calculation in reporting module,Steps: Submit form. Expected: System should work correctly. Actual: Incorrect message displayed.,High,Blocker,Reporting,Configuration Issue,In Progress,Duplicate,Mark Lee,Automation Bot,2024-11-01,2024-11-06,2024-11-19,Sprint 22 (2024)
QA-363,QA Defects,Bug,UI alignment issue on mobile view,Steps: Click logout. Expected: System should work correctly. Actual: Incorrect message displayed.,High,Major,UI,Code Bug,Open,,Jane Smith,QA Tester,2024-11-02,2024-11-12,,Sprint 22 (2024)
QA-364,QA Defects,Bug,Cross-site scripting vulnerability in comments,Steps: Click logout. Expected: Response should be 200 OK. Actual: Incorrect message displayed.,Medium,Major,General Code Defect,Environment Issue,In Progress,Cannot Reproduce,Alice Brown,Automation Bot,2024-11-04,2024-11-12,2024-11-14,Sprint 23 (2024)
QA-365,QA Defects,Bug,Cross-site scripting vulnerability in comments,Steps: Call API endpoint. Expected: Data should be saved. Actual: Page loads slowly.,High,Minor,General Code Defect,Test Data Issue,Resolved,Won't Fix,Jane Smith,Automation Bot,2024-11-05,2024-11-11,,Sprint 23 (2024)
QA-366,QA Defects,Bug,SQL query takes too long to execute,Steps: Navigate to dashboard. Expected: User should be redirected. Actual: Incorrect message displayed.,High,Blocker,Database,Environment Issue,In Progress,,John Doe,Test Engineer,2024-11-06,2024-11-07,2024-11-14,Sprint 23 (2024)
QA-367,QA Defects,Bug,Application crashes on logout,Steps: Call API endpoint. Expected: Response should be 200 OK. Actual: System crashes.,Low,Blocker,Logging,Memory Leak,Resolved,Duplicate,Alice Brown,Test Engineer,2024-11-07,2024-11-11,2024-11-13,Sprint 23 (2024)
QA-368,QA Defects,Bug,UI alignment issue on mobile view,Steps: Click logout. Expected: Data should be saved. Actual: Incorrect message displayed.,High,Major,UI,Environment Issue,In Progress,Cannot Reproduce,John Doe,QA Tester,2024-11-08,2024-11-15,2024-11-29,Sprint 23 (2024)
QA-369,QA Defects,Bug,Memory leak observed under load test,Steps: Open app. Expected: System should work correctly. Actual: 500 error returned.,Medium,Major,Performance,Memory Leak,Closed,Cannot Reproduce,Mark Lee,Test Engineer,2024-11-09,2024-11-10,2024-11-22,Sprint 23 (2024)
QA-370,QA Defects,Bug,User roles not applied correctly after update,Steps: Click logout. Expected: User should be redirected. Actual: Data not saved.,High,Minor,General Code Defect,Test Data Issue,Closed,Duplicate,Alice Brown,Test Engineer,2024-11-11,2024-11-19,2024-11-22,Sprint 23 (2024)
QA-371,QA Defects,Bug,API returns 500 error on valid request,Steps: Submit form. Expected: Data should be saved. Actual: Incorrect message displayed.,High,Major,API,Performance Issue,In Progress,Fixed,Mark Lee,QA Tester,2024-11-12,2024-11-16,2024-11-25,Sprint 23 (2024)
QA-372,QA Defects,Bug,Login button not responsive,Steps: Click logout. Expected: Data should be saved. Actual: 500 error returned.,Low,Minor,UI,Test Data Issue,In Progress,Fixed,Bob Johnson,QA Tester,2024-11-13,2024-11-21,2024-11-26,Sprint 23 (2024)
QA-373,QA Defects,Bug,Incorrect calculation in reporting module,Steps: Open app. Expected: Data should be saved. Actual: Page loads slowly.,Low,Blocker,Reporting,Performance Issue,In Progress,Fixed,Jane Smith,QA Tester,2024-11-14,2024-11-21,2024-12-02,Sprint 23 (2024)
QA-374,QA Defects,Bug,Chart rendering breaks on dashboard,Steps: Navigate to dashboard. Expected: Response should be 200 OK. Actual: 500 error returned.,Medium,Critical,General Code Defect,Performance Issue,Open,Cannot Reproduce,Bob Johnson,QA Tester,2024-11-15,2024-11-16,2024-11-20,Sprint 23 (2024)
QA-375,QA Defects,Bug,Incorrect error message shown on invalid input,Steps: Call API endpoint. Expected: System should work correctly. Actual: Incorrect message displayed.,High,Minor,Validation,Code Bug,In Progress,Fixed,Alice Brown,QA Tester,2024-11-16,2024-11-21,2024-12-01,Sprint 23 (2024)
QA-376,QA Defects,Bug,Incorrect error message shown on invalid input,Steps: Submit form. Expected: System should work correctly. Actual: Page loads slowly.,Medium,Critical,Validation,Code Bug,Open,Duplicate,Bob Johnson,Test Engineer,2024-11-18,2024-11-19,2024-12-01,Sprint 24 (2024)
QA-377,QA Defects,Bug,Page load takes more than 10 seconds,Steps: Navigate to dashboard. Expected: Response should be 200 OK. Actual: Page loads slowly.,Low,Minor,Performance,Code Bug,Closed,Duplicate,Alice Brown,Automation Bot,2024-11-19,2024-11-26,,Sprint 24 (2024)
QA-378,QA Defects,Bug,Incorrect error message shown on invalid input,Steps: Open app. Expected: User should be redirected. Actual: Data not saved.,High,Blocker,Validation,Performance Issue,Open,Duplicate,Bob Johnson,Automation Bot,2024-11-20,2024-11-27,2024-11-28,Sprint 24 (2024)
QA-379,QA Defects,Bug,Session timeout not working as expected,Steps: Call API endpoint. Expected: Response should be 200 OK. Actual: Data not saved.,Low,Blocker,Performance,Configuration Issue,Resolved,Cannot Reproduce,Mark Lee,QA Tester,2024-11-21,2024-11-23,2024-11-28,Sprint 24 (2024)
QA-380,QA Defects,Bug,Memory leak observed under load test,Steps: Open app. Expected: System should work correctly. Actual: 500 error returned.,High,Minor,Performance,Configuration Issue,Resolved,Fixed,Mark Lee,QA Tester,2024-11-22,2024-12-01,2024-12-14,Sprint 24 (2024)
QA-381,QA Defects,Bug,Password reset email not received,Steps: Submit form. Expected: Response should be 200 OK. Actual: System crashes.,Low,Major,Security,Code Bug,Closed,Cannot Reproduce,Alice Brown,Automation Bot,2024-11-24,2024-12-02,,Sprint 24 (2024)
QA-382,QA Defects,Bug,Cross-site scripting vulnerability in comments,Steps: Open app. Expected: Response should be 200 OK. Actual: System crashes.,Medium,Minor,General Code Defect,Environment Issue,Closed,Fixed,Bob Johnson,Automation Bot,2024-11-25,2024-12-01,2024-12-12,Sprint 24 (2024)
QA-383,QA Defects,Bug,Export to CSV generates empty file,Steps: Open app. Expected: User should be redirected. Actual: System crashes.,Medium,Blocker,Data Handling,Memory Leak,Closed,Fixed,Alice Brown,Test Engineer,2024-11-26,2024-12-04,2024-12-09,Sprint 24 (2024)
QA-384,QA Defects,Bug,Password reset email not received,Steps: Navigate to dashboard. Expected: User should be redirected. Actual: Data not saved.,Medium,Blocker,Security,Configuration Issue,Open,,Jane Smith,Automation Bot,2024-11-27,2024-11-29,2024-12-09,Sprint 24 (2024)
QA-385,QA Defects,Bug,UI alignment issue on mobile view,Steps: Call API endpoint. Expected: User should be redirected. Actual: 500 error returned.,Medium,Minor,UI,Memory Leak,In Progress,Cannot Reproduce,John Doe,Automation Bot,2024-11-28,2024-12-05,2024-12-19,Sprint 24 (2024)
QA-386,QA Defects,Bug,Search results not displayed correctly,Steps: Click logout. Expected: Data should be saved. Actual: Page loads slowly.,Low,Blocker,Data Handling,Configuration Issue,Open,Duplicate,Bob Johnson,QA Tester,2024-11-29,2024-12-04,,Sprint 24 (2024)
QA-387,QA Defects,Bug,Page load takes more than 10 seconds,Steps: Call API endpoint. Expected: Data should be saved. Actual: Page loads slowly.,Medium,Minor,Performance,Test Data Issue,Resolved,,Alice Brown,Test Engineer,2024-12-01,2024-12-11,2024-12-17,Sprint 24 (2024)
QA-388,QA Defects,Bug,Cross-site scripting vulnerability in comments,Steps: Navigate to dashboard. Expected: User should be redirected. Actual: System crashes.,Low,Blocker,General Code Defect,Configuration Issue,Closed,,Jane Smith,QA Tester,2024-12-02,2024-12-08,2024-12-21,Sprint 25 (2024)
QA-389,QA Defects,Bug,UI alignment issue on mobile view,Steps: Call API endpoint. Expected: User should be redirected. Actual: Data not saved.,High,Critical,UI,Test Data Issue,Closed,Cannot Reproduce,John Doe,QA Tester,2024-12-03,2024-12-05,2024-12-20,Sprint 25 (2024)
QA-390,QA Defects,Bug,Export to CSV generates empty file,Steps: Click logout. Expected: User should be redirected. Actual: Data not saved.,Low,Blocker,Data Handling,Configuration Issue,In Progress,Won't Fix,Bob Johnson,Test Engineer,2024-12-04,2024-12-11,2024-12-24,Sprint 25 (2024)
QA-391,QA Defects,Bug,Export to CSV generates empty file,Steps: Open app. Expected: Response should be 200 OK. Actual: 500 error returned.,Medium,Blocker,Data Handling,Environment Issue,Closed,,Mark Lee,QA Tester,2024-12-05,2024-12-09,2024-12-14,Sprint 25 (2024)
QA-392,QA Defects,Bug,Cache not refreshed after deployment,Steps: Click logout. Expected: Data should be saved. Actual: System crashes.,High,Critical,DevOps,Code Bug,Closed,Duplicate,Jane Smith,QA Tester,2024-12-06,2024-12-12,,Sprint 25 (2024)
QA-393,QA Defects,Bug,Cross-site scripting vulnerability in comments,Steps: Submit form. Expected: User should be redirected. Actual: Data not saved.,High,Minor,General Code Defect,Configuration Issue,Open,Cannot Reproduce,Alice Brown,Automation Bot,2024-12-08,2024-12-13,2024-12-14,Sprint 25 (2024)
QA-394,QA Defects,Bug,User roles not applied correctly after update,Steps: Call API endpoint. Expected: Data should be saved. Actual: System crashes.,High,Major,General Code Defect,Memory Leak,Open,Duplicate,Bob Johnson,Automation Bot,2024-12-09,2024-12-11,2024-12-24,Sprint 25 (2024)
QA-395,QA Defects,Bug,Search results not displayed correctly,Steps: Call API endpoint. Expected: User should be redirected. Actual: Page loads slowly.,Low,Blocker,Data Handling,Test Data Issue,Closed,Duplicate,John Doe,Test Engineer,2024-12-10,2024-12-12,2024-12-18,Sprint 25 (2024)
QA-396,QA Defects,Bug,Chart rendering breaks on dashboard,Steps: Navigate to dashboard. Expected: System should work correctly. Actual: Data not saved.,Medium,Critical,General Code Defect,Code Bug,Resolved,Fixed,Mark Lee,Automation Bot,2024-12-11,2024-12-17,2024-12-22,Sprint 25 (2024)
QA-397,QA Defects,Bug,Incorrect calculation in reporting module,Steps: Click logout. Expected: System should work correctly. Actual: Page loads slowly.,Medium,Critical,Reporting,Performance Issue,Closed,,Mark Lee,Automation Bot,2024-12-12,2024-12-19,2024-12-29,Sprint 25 (2024)
QA-398,QA Defects,Bug,Incorrect error message shown on invalid input,Steps: Open app. Expected: Response should be 200 OK. Actual: Data not saved.,High,Critical,Validation,Memory Leak,In Progress,Won't Fix,Alice Brown,Automation Bot,2024-12-13,2024-12-23,,Sprint 25 (2024)
QA-399,QA Defects,Bug,Memory leak observed under load test,Steps: Navigate to dashboard. Expected: User should be redirected. Actual: Incorrect message displayed.,Low,Blocker,Performance,Configuration Issue,Resolved,Won't Fix,Alice Brown,QA Tester,2024-12-15,2024-12-21,2024-12-28,Sprint 25 (2024)
QA-400,QA Defects,Bug,Data not saved to database after form submit,Steps: Call API endpoint. Expected: Data should be saved. Actual: 500 error returned.,Medium,Blocker,Database,Test Data Issue,Closed,Duplicate,Bob Johnson,Automation Bot,2024-12-16,2024-12-17,2024-12-21,Sprint 26 (2024)
QA-401,QA Defects,Bug,Dropdown options missing in settings,Steps: Open app. Expected: Response should be 200 OK. Actual: 500 error returned.,Medium,Major,UI,Configuration Issue,Closed,,Jane Smith,Test Engineer,2024-12-17,2024-12-23,2025-01-01,Sprint 26 (2024)
QA-402,QA Defects,Bug,Chart rendering breaks on dashboard,Steps: Submit form. Expected: System should work correctly. Actual: Page loads slowly.,Low,Blocker,General Code Defect,Configuration Issue,Open,,John Doe,Test Engineer,2024-12-18,2024-12-21,2025-01-03,Sprint 26 (2024)
QA-403,QA Defects,Bug,Dropdown options missing in settings,Steps: Click logout. Expected: System should work correctly. Actual: Data not saved.,Medium,Critical,UI,Memory Leak,In Progress,,Alice Brown,Automation Bot,2024-12-19,2024-12-27,,Sprint 26 (2024)
QA-404,QA Defects,Bug,Cache not refreshed after deployment,Steps: Navigate to dashboard. Expected: User should be redirected. Actual: Page loads slowly.,Low,Blocker,DevOps,Memory Leak,Resolved,Cannot Reproduce,Bob Johnson,Test Engineer,2024-12-20,2024-12-22,2024-12-24,Sprint 26 (2024)
QA-405,QA Defects,Bug,Dropdown options missing in settings,Steps: Navigate to dashboard. Expected: Response should be 200 OK. Actual: Page loads slowly.,Low,Critical,UI,Environment Issue,Resolved,Cannot Reproduce,Bob Johnson,Test Engineer,2024-12-22,2024-12-25,2025-01-06,Sprint 26 (2024)
QA-406,QA Defects,Bug,SQL query takes too long to execute,Steps: Navigate to dashboard. Expected: Response should be 200 OK. Actual: Page loads slowly.,Medium,Minor,Database,Test Data Issue,Open,Won't Fix,Jane Smith,Test Engineer,2024-12-23,2024-12-26,2025-01-09,Sprint 26 (2024)
